Date,Order ID,Customer ID,Region,Product,Category,Units Sold,Unit Price
2025-05-31,ORD10392,CUST1745,East,Jeans,Clothing,10,50
2025-05-30,ORD10393,CUST7758,West,Board Game,Toys,8,40
2025-05-04,ORD10394,CUST5952,North,Microwave,Home Appliances,4,150
2025-05-10,ORD10395,CUST9716,North,Jeans,Clothing,2,50
2025-05-12,ORD10396,CUST8451,North,Jeans,Clothing,7,50
2025-05-13,ORD10397,CUST2610,East,Microwave,Home Appliances,10,150
2025-05-12,ORD10398,CUST8682,South,Tablet,Electronics,3,499
2025-05-11,ORD10399,CUST2455,West,Blender,Home Appliances,4,89
2025-05-14,ORD10400,CUST3731,West,T-shirt,Clothing,8,25
2025-05-21,ORD10401,CUST2793,East,Laptop,Electronics,9,999
2025-05-07,ORD10402,CUST5321,West,Action Figure,Toys,10,30
2025-05-02,ORD10403,CUST9499,East,Jacket,Clothing,6,75
2025-05-19,ORD10404,CUST6114,East,Smartphone,Electronics,8,699
2025-05-09,ORD10405,CUST3583,South,Blender,Home Appliances,6,89
2025-05-28,ORD10406,CUST5923,East,Action Figure,Toys,7,30
2025-05-18,ORD10407,CUST1224,South,Jacket,Clothing,6,75
2025-05-07,ORD10408,CUST2882,West,Air Conditioner,Home Appliances,7,399
2025-05-05,ORD10409,CUST8811,East,Tablet,Electronics,6,499
2025-05-19,ORD10410,CUST7482,West,Jeans,Clothing,3,50
2025-05-29,ORD10411,CUST2721,East,Microwave,Home Appliances,10,150
2025-05-31,ORD10412,CUST5914,West,Action Figure,Toys,2,30
2025-05-28,ORD10413,CUST8807,South,Blender,Home Appliances,3,89
2025-05-26,ORD10414,CUST1210,West,Puzzle,Toys,2,20
2025-05-15,ORD10415,CUST5399,West,Puzzle,Toys,2,20
2025-05-21,ORD10416,CUST2749,West,Microwave,Home Appliances,3,150
2025-05-23,ORD10417,CUST7873,East,Smartphone,Electronics,1,699
2025-05-14,ORD10418,CUST4118,South,Air Conditioner,Home Appliances,3,399
2025-05-16,ORD10419,CUST3458,South,Microwave,Home Appliances,10,150
2025-05-20,ORD10420,CUST5438,East,Microwave,Home Appliances,10,150
2025-05-17,ORD10421,CUST7855,North,Jacket,Clothing,9,75
2025-05-18,ORD10422,CUST1041,East,Tablet,Electronics,4,499
2025-05-14,ORD10423,CUST2081,South,Jeans,Clothing,8,50
2025-05-08,ORD10424,CUST7625,North,T-shirt,Clothing,8,25
2025-05-31,ORD10425,CUST6718,West,T-shirt,Clothing,6,25
2025-05-06,ORD10426,CUST5455,North,Blender,Home Appliances,4,89
2025-05-24,ORD10427,CUST3228,South,Action Figure,Toys,8,30
2025-05-30,ORD10428,CUST5912,West,Jeans,Clothing,9,50
2025-05-04,ORD10429,CUST1680,East,Air Conditioner,Home Appliances,3,399
2025-05-03,ORD10430,CUST1566,South,Blender,Home Appliances,6,89
2025-05-18,ORD10431,CUST7011,West,Jeans,Clothing,3,50
2025-05-13,ORD10432,CUST2754,South,Microwave,Home Appliances,4,150
2025-05-23,ORD10433,CUST4669,South,Jeans,Clothing,5,50
2025-05-06,ORD10434,CUST6132,East,Blender,Home Appliances,7,89
2025-05-22,ORD10435,CUST5808,West,Action Figure,Toys,3,30
2025-05-23,ORD10436,CUST1994,South,Microwave,Home Appliances,9,150
2025-05-02,ORD10437,CUST2126,West,Board Game,Toys,2,40
2025-05-26,ORD10438,CUST6992,South,Puzzle,Toys,8,20
2025-05-26,ORD10439,CUST1495,North,Tablet,Electronics,10,499
2025-05-14,ORD10440,CUST8754,East,Smartphone,Electronics,3,699
2025-05-06,ORD10441,CUST5213,North,Action Figure,Toys,1,30
2025-05-15,ORD10442,CUST4738,East,Laptop,Electronics,1,999
2025-05-11,ORD10443,CUST2166,East,Blender,Home Appliances,4,89
2025-05-31,ORD10444,CUST6556,East,Air Conditioner,Home Appliances,1,399
2025-05-23,ORD10445,CUST3979,East,T-shirt,Clothing,1,25
2025-05-29,ORD10446,CUST9760,West,Jeans,Clothing,1,50
2025-05-13,ORD10447,CUST3346,West,Laptop,Electronics,4,999
2025-05-26,ORD10448,CUST5929,North,Jacket,Clothing,4,75
2025-05-19,ORD10449,CUST3348,South,Jeans,Clothing,6,50
2025-05-27,ORD10450,CUST3879,East,Puzzle,Toys,9,20
2025-05-15,ORD10451,CUST5262,West,Jacket,Clothing,1,75
2025-05-08,ORD10452,CUST8948,North,Puzzle,Toys,2,20
2025-05-06,ORD10453,CUST7923,North,Air Conditioner,Home Appliances,4,399
2025-05-15,ORD10454,CUST2772,North,T-shirt,Clothing,7,25
2025-05-28,ORD10455,CUST3614,West,Board Game,Toys,8,40
2025-05-31,ORD10456,CUST4917,West,Air Conditioner,Home Appliances,3,399
2025-05-16,ORD10457,CUST8800,West,Blender,Home Appliances,4,89
2025-05-16,ORD10458,CUST2330,North,Jeans,Clothing,10,50
2025-05-02,ORD10459,CUST9866,South,Board Game,Toys,4,40
2025-05-06,ORD10460,CUST2207,South,Board Game,Toys,3,40
2025-05-01,ORD10461,CUST7809,North,Puzzle,Toys,9,20
2025-05-17,ORD10462,CUST3081,South,Laptop,Electronics,9,999
2025-05-15,ORD10463,CUST7131,North,Tablet,Electronics,5,499
2025-05-12,ORD10464,CUST4239,West,Jeans,Clothing,4,50
2025-05-03,ORD10465,CUST6229,North,Jeans,Clothing,2,50
2025-05-21,ORD10466,CUST1177,North,Tablet,Electronics,1,499
2025-05-15,ORD10467,CUST8196,East,Tablet,Electronics,6,499
2025-05-30,ORD10468,CUST7965,East,Microwave,Home Appliances,10,150
2025-05-24,ORD10469,CUST7606,North,Blender,Home Appliances,5,89
2025-05-02,ORD10470,CUST2246,East,Laptop,Electronics,10,999
2025-05-17,ORD10471,CUST3112,South,T-shirt,Clothing,2,25
2025-05-14,ORD10472,CUST8217,West,Microwave,Home Appliances,7,150
2025-05-05,ORD10473,CUST7712,East,Jeans,Clothing,10,50
2025-05-27,ORD10474,CUST6530,South,Jeans,Clothing,4,50
2025-05-03,ORD10475,CUST4458,West,T-shirt,Clothing,8,25
2025-05-25,ORD10476,CUST9862,East,Air Conditioner,Home Appliances,1,399
2025-05-22,ORD10477,CUST4656,North,Jacket,Clothing,7,75
2025-05-31,ORD10478,CUST6443,South,Blender,Home Appliances,5,89
2025-05-10,ORD10479,CUST5292,West,T-shirt,Clothing,10,25
2025-05-11,ORD10480,CUST1198,East,Puzzle,Toys,4,20
2025-05-14,ORD10481,CUST8600,East,Jacket,Clothing,10,75
2025-05-22,ORD10482,CUST7894,South,Blender,Home Appliances,6,89
2025-05-01,ORD10483,CUST8057,East,Jacket,Clothing,8,75
2025-05-15,ORD10484,CUST8219,North,Jeans,Clothing,8,50
2025-05-08,ORD10485,CUST3246,North,Action Figure,Toys,10,30
2025-05-27,ORD10486,CUST5498,North,Laptop,Electronics,5,999
2025-05-01,ORD10487,CUST2162,East,Laptop,Electronics,7,999
2025-05-09,ORD10488,CUST5769,East,Air Conditioner,Home Appliances,3,399
2025-05-30,ORD10489,CUST4851,East,Puzzle,Toys,3,20
2025-05-08,ORD10490,CUST4124,East,Laptop,Electronics,9,999
2025-05-14,ORD10491,CUST9750,West,Puzzle,Toys,9,20
2025-05-26,ORD10492,CUST8111,West,Blender,Home Appliances,4,89
2025-05-14,ORD10493,CUST9201,West,Jeans,Clothing,10,50
2025-05-16,ORD10494,CUST4586,North,Action Figure,Toys,4,30
2025-05-10,ORD10495,CUST5844,South,Board Game,Toys,5,40
2025-05-13,ORD10496,CUST4154,East,Smartphone,Electronics,6,699
2025-05-05,ORD10497,CUST3802,East,Tablet,Electronics,8,499
2025-05-09,ORD10498,CUST9428,North,Microwave,Home Appliances,6,150
2025-05-14,ORD10499,CUST4196,East,Air Conditioner,Home Appliances,5,399
2025-05-12,ORD10500,CUST3933,West,Action Figure,Toys,8,30
2025-05-17,ORD10501,CUST6270,East,Board Game,Toys,9,40
2025-05-05,ORD10502,CUST2320,North,Board Game,Toys,6,40
2025-05-16,ORD10503,CUST4277,South,Jeans,Clothing,10,50
2025-05-12,ORD10504,CUST1244,South,Jacket,Clothing,3,75
2025-05-22,ORD10505,CUST2243,South,Board Game,Toys,3,40
2025-05-22,ORD10506,CUST3192,East,Puzzle,Toys,1,20
2025-05-29,ORD10507,CUST1643,North,Blender,Home Appliances,7,89
2025-05-22,ORD10508,CUST7517,North,Jacket,Clothing,8,75
2025-05-28,ORD10509,CUST7848,East,Microwave,Home Appliances,3,150
2025-05-09,ORD10510,CUST7495,East,Smartphone,Electronics,7,699
2025-05-02,ORD10511,CUST2407,South,Laptop,Electronics,4,999
2025-05-06,ORD10512,CUST9738,South,Laptop,Electronics,10,999
2025-05-23,ORD10513,CUST1096,East,Jeans,Clothing,2,50
2025-05-06,ORD10514,CUST8738,North,Jacket,Clothing,1,75
2025-05-14,ORD10515,CUST6674,North,Tablet,Electronics,6,499
2025-05-18,ORD10516,CUST7430,East,Air Conditioner,Home Appliances,3,399
2025-05-10,ORD10517,CUST5644,East,Jacket,Clothing,1,75
2025-05-04,ORD10518,CUST1003,West,Jacket,Clothing,10,75
2025-05-19,ORD10519,CUST7915,North,Puzzle,Toys,6,20
2025-05-04,ORD10520,CUST7966,East,Action Figure,Toys,10,30
2025-05-07,ORD10521,CUST4462,East,Smartphone,Electronics,5,699
2025-05-14,ORD10522,CUST5131,North,Board Game,Toys,3,40
2025-05-03,ORD10523,CUST2922,South,Jacket,Clothing,3,75
2025-05-15,ORD10524,CUST8622,North,Puzzle,Toys,7,20
2025-05-24,ORD10525,CUST9735,West,Jeans,Clothing,6,50
2025-05-12,ORD10526,CUST5422,South,Air Conditioner,Home Appliances,6,399
2025-05-28,ORD10527,CUST7750,East,Blender,Home Appliances,8,89
2025-05-25,ORD10528,CUST3308,West,Blender,Home Appliances,2,89
2025-05-04,ORD10529,CUST3398,South,Puzzle,Toys,1,20
2025-05-11,ORD10530,CUST6739,East,Air Conditioner,Home Appliances,1,399
2025-05-06,ORD10531,CUST6309,East,Laptop,Electronics,7,999
2025-05-11,ORD10532,CUST9616,South,Microwave,Home Appliances,2,150
2025-05-03,ORD10533,CUST1049,East,Microwave,Home Appliances,1,150
2025-05-23,ORD10534,CUST8400,West,Air Conditioner,Home Appliances,5,399
2025-05-15,ORD10535,CUST5924,West,Tablet,Electronics,6,499
2025-05-27,ORD10536,CUST2006,West,Jeans,Clothing,1,50
2025-05-07,ORD10537,CUST1164,West,Jacket,Clothing,9,75
2025-05-22,ORD10538,CUST9682,West,Laptop,Electronics,6,999
2025-05-31,ORD10539,CUST6125,North,T-shirt,Clothing,3,25
2025-05-23,ORD10540,CUST6803,East,Action Figure,Toys,5,30
2025-05-12,ORD10541,CUST3849,South,Microwave,Home Appliances,9,150
2025-05-15,ORD10542,CUST3415,East,Blender,Home Appliances,7,89
2025-05-20,ORD10543,CUST3339,West,Laptop,Electronics,1,999
2025-05-07,ORD10544,CUST9887,North,T-shirt,Clothing,4,25
2025-05-13,ORD10545,CUST2892,West,Air Conditioner,Home Appliances,8,399
2025-05-27,ORD10546,CUST9575,North,Jacket,Clothing,2,75
2025-05-13,ORD10547,CUST1784,West,T-shirt,Clothing,4,25
2025-05-22,ORD10548,CUST6234,North,Blender,Home Appliances,5,89
2025-05-18,ORD10549,CUST3815,East,Air Conditioner,Home Appliances,2,399
2025-05-18,ORD10550,CUST9596,West,Jacket,Clothing,9,75
2025-05-23,ORD10551,CUST1126,North,Microwave,Home Appliances,8,150
2025-05-14,ORD10552,CUST1133,North,Puzzle,Toys,5,20
2025-05-31,ORD10553,CUST1027,East,Jeans,Clothing,4,50
2025-05-25,ORD10554,CUST8590,South,Action Figure,Toys,1,30
2025-05-27,ORD10555,CUST5679,West,Action Figure,Toys,1,30
2025-05-24,ORD10556,CUST8719,North,Board Game,Toys,8,40
2025-05-12,ORD10557,CUST8130,East,Jeans,Clothing,10,50
2025-05-07,ORD10558,CUST2825,North,Puzzle,Toys,7,20
2025-05-07,ORD10559,CUST2045,West,Smartphone,Electronics,3,699
2025-05-31,ORD10560,CUST2038,West,Laptop,Electronics,7,999
2025-05-03,ORD10561,CUST3161,East,Action Figure,Toys,9,30
2025-05-18,ORD10562,CUST8976,East,Microwave,Home Appliances,1,150
2025-05-03,ORD10563,CUST7975,South,Smartphone,Electronics,4,699
2025-05-19,ORD10564,CUST8830,West,Puzzle,Toys,2,20
2025-05-03,ORD10565,CUST1963,East,Jeans,Clothing,2,50
2025-05-03,ORD10566,CUST2901,East,Puzzle,Toys,5,20
2025-05-13,ORD10567,CUST2993,West,Blender,Home Appliances,8,89
2025-05-05,ORD10568,CUST8681,South,Tablet,Electronics,7,499
2025-05-08,ORD10569,CUST3867,East,Puzzle,Toys,2,20
2025-05-06,ORD10570,CUST1765,East,Microwave,Home Appliances,10,150
2025-05-26,ORD10571,CUST7387,East,Jacket,Clothing,1,75
2025-05-25,ORD10572,CUST6247,West,Smartphone,Electronics,9,699
2025-05-21,ORD10573,CUST8901,North,Puzzle,Toys,10,20
2025-05-15,ORD10574,CUST9286,South,Jacket,Clothing,4,75
2025-05-06,ORD10575,CUST2103,East,Laptop,Electronics,7,999
2025-05-03,ORD10576,CUST4600,West,Action Figure,Toys,8,30
2025-05-17,ORD10577,CUST1757,East,Microwave,Home Appliances,6,150
2025-05-09,ORD10578,CUST6478,West,Blender,Home Appliances,2,89
2025-05-15,ORD10579,CUST8301,East,Action Figure,Toys,10,30
2025-05-02,ORD10580,CUST6677,East,Laptop,Electronics,7,999
2025-05-16,ORD10581,CUST4281,North,Puzzle,Toys,8,20
2025-05-24,ORD10582,CUST6983,East,T-shirt,Clothing,9,25
2025-05-30,ORD10583,CUST6617,South,Blender,Home Appliances,9,89
2025-05-14,ORD10584,CUST2332,West,Puzzle,Toys,7,20
2025-05-19,ORD10585,CUST3253,North,Tablet,Electronics,10,499
2025-05-25,ORD10586,CUST8208,North,Action Figure,Toys,8,30
2025-05-12,ORD10587,CUST3564,West,Microwave,Home Appliances,6,150
2025-05-14,ORD10588,CUST5085,West,Microwave,Home Appliances,8,150
2025-05-19,ORD10589,CUST3597,North,Laptop,Electronics,6,999
2025-05-31,ORD10590,CUST7370,South,Jacket,Clothing,3,75
2025-05-29,ORD10591,CUST5059,North,Board Game,Toys,4,40
2025-05-04,ORD10592,CUST6757,North,Blender,Home Appliances,1,89
2025-05-12,ORD10593,CUST9523,North,Microwave,Home Appliances,4,150
2025-05-31,ORD10594,CUST3556,North,Smartphone,Electronics,2,699
2025-05-13,ORD10595,CUST5106,South,Laptop,Electronics,8,999
2025-05-23,ORD10596,CUST9092,South,Jacket,Clothing,3,75
2025-05-20,ORD10597,CUST2997,East,Laptop,Electronics,2,999
2025-05-21,ORD10598,CUST9146,North,Blender,Home Appliances,5,89
2025-05-27,ORD10599,CUST1671,East,Tablet,Electronics,3,499
2025-05-30,ORD10600,CUST8659,West,Tablet,Electronics,10,499
2025-05-09,ORD10601,CUST2691,South,Blender,Home Appliances,1,89
2025-05-26,ORD10602,CUST8054,South,Blender,Home Appliances,6,89
2025-05-19,ORD10603,CUST1303,East,Board Game,Toys,1,40
2025-05-11,ORD10604,CUST2432,West,Laptop,Electronics,7,999
2025-05-24,ORD10605,CUST7275,East,Tablet,Electronics,3,499
2025-05-22,ORD10606,CUST5937,North,Smartphone,Electronics,10,699
2025-05-21,ORD10607,CUST3827,West,Blender,Home Appliances,6,89
2025-05-30,ORD10608,CUST8614,South,Jeans,Clothing,9,50
2025-05-03,ORD10609,CUST9298,North,Board Game,Toys,6,40
2025-05-24,ORD10610,CUST1476,East,Microwave,Home Appliances,4,150
2025-05-02,ORD10611,CUST1034,East,Laptop,Electronics,4,999
2025-05-04,ORD10612,CUST5912,North,Jacket,Clothing,1,75
2025-05-27,ORD10613,CUST8296,North,Smartphone,Electronics,1,699
2025-05-13,ORD10614,CUST3891,South,Blender,Home Appliances,1,89
2025-05-11,ORD10615,CUST2982,North,Air Conditioner,Home Appliances,4,399
2025-05-22,ORD10616,CUST2650,East,Jeans,Clothing,4,50
2025-05-26,ORD10617,CUST6460,South,Blender,Home Appliances,6,89
2025-05-17,ORD10618,CUST5003,West,Puzzle,Toys,6,20
2025-05-15,ORD10619,CUST9357,South,Tablet,Electronics,4,499
2025-05-27,ORD10620,CUST4221,North,Jeans,Clothing,10,50
2025-05-17,ORD10621,CUST1253,North,Smartphone,Electronics,8,699
2025-05-17,ORD10622,CUST3401,South,Air Conditioner,Home Appliances,8,399
2025-05-01,ORD10623,CUST2689,South,Board Game,Toys,7,40
2025-05-20,ORD10624,CUST9335,East,Puzzle,Toys,2,20
2025-05-24,ORD10625,CUST5016,North,Board Game,Toys,1,40
2025-05-08,ORD10626,CUST2834,North,T-shirt,Clothing,10,25
2025-05-23,ORD10627,CUST8936,South,Blender,Home Appliances,5,89
2025-05-03,ORD10628,CUST5861,South,Blender,Home Appliances,9,89
2025-05-10,ORD10629,CUST9338,West,Blender,Home Appliances,7,89
2025-05-06,ORD10630,CUST5129,East,Tablet,Electronics,5,499
2025-05-04,ORD10631,CUST4528,South,Jacket,Clothing,3,75
2025-05-24,ORD10632,CUST7634,North,Jacket,Clothing,6,75
2025-05-04,ORD10633,CUST4576,East,Jeans,Clothing,2,50
2025-05-18,ORD10634,CUST2678,South,Laptop,Electronics,10,999
2025-05-24,ORD10635,CUST5919,East,Microwave,Home Appliances,4,150
2025-05-19,ORD10636,CUST8420,West,Puzzle,Toys,4,20
2025-05-23,ORD10637,CUST5420,West,Board Game,Toys,6,40
2025-05-29,ORD10638,CUST7944,North,T-shirt,Clothing,4,25
2025-05-16,ORD10639,CUST2136,South,Air Conditioner,Home Appliances,5,399
2025-05-07,ORD10640,CUST4829,West,Tablet,Electronics,8,499
2025-05-01,ORD10641,CUST1903,North,Tablet,Electronics,2,499
2025-05-17,ORD10642,CUST5612,West,Air Conditioner,Home Appliances,1,399
2025-05-15,ORD10643,CUST9941,East,Air Conditioner,Home Appliances,7,399
2025-05-25,ORD10644,CUST5943,East,Puzzle,Toys,2,20
2025-05-11,ORD10645,CUST5527,North,Jacket,Clothing,9,75
2025-05-05,ORD10646,CUST3756,West,Blender,Home Appliances,9,89
2025-05-10,ORD10647,CUST1103,North,Board Game,Toys,2,40
2025-05-13,ORD10648,CUST3408,East,Jacket,Clothing,4,75
2025-05-28,ORD10649,CUST7313,East,Board Game,Toys,9,40
2025-05-04,ORD10650,CUST9062,North,Jeans,Clothing,6,50
2025-05-25,ORD10651,CUST8712,East,T-shirt,Clothing,5,25
2025-05-28,ORD10652,CUST6028,North,Blender,Home Appliances,3,89
2025-05-22,ORD10653,CUST8269,South,Jeans,Clothing,10,50
2025-05-31,ORD10654,CUST4681,West,Action Figure,Toys,5,30
2025-05-15,ORD10655,CUST3421,North,Blender,Home Appliances,2,89
2025-05-20,ORD10656,CUST2372,West,Smartphone,Electronics,10,699
2025-05-10,ORD10657,CUST4590,North,Board Game,Toys,7,40
2025-05-02,ORD10658,CUST8149,West,Puzzle,Toys,5,20
2025-05-20,ORD10659,CUST8890,North,Smartphone,Electronics,1,699
2025-05-05,ORD10660,CUST4698,South,Tablet,Electronics,1,499
2025-05-13,ORD10661,CUST1129,North,Blender,Home Appliances,9,89
2025-05-08,ORD10662,CUST5655,East,Smartphone,Electronics,8,699
2025-05-01,ORD10663,CUST5141,West,Blender,Home Appliances,6,89
2025-05-13,ORD10664,CUST2811,West,Action Figure,Toys,9,30
2025-05-17,ORD10665,CUST1906,North,Microwave,Home Appliances,1,150
2025-05-30,ORD10666,CUST5002,North,Jacket,Clothing,8,75
2025-05-24,ORD10667,CUST9053,East,Action Figure,Toys,10,30
2025-05-14,ORD10668,CUST8719,East,Microwave,Home Appliances,4,150
2025-05-15,ORD10669,CUST5943,South,Board Game,Toys,1,40
2025-05-13,ORD10670,CUST4065,North,Action Figure,Toys,6,30
2025-05-22,ORD10671,CUST6489,East,Microwave,Home Appliances,7,150
2025-05-24,ORD10672,CUST5107,West,Jacket,Clothing,8,75
2025-05-29,ORD10673,CUST8987,North,Blender,Home Appliances,2,89
2025-05-25,ORD10674,CUST2705,East,Air Conditioner,Home Appliances,2,399
2025-05-31,ORD10675,CUST4391,West,Tablet,Electronics,7,499
2025-05-17,ORD10676,CUST5807,North,Board Game,Toys,3,40
2025-05-28,ORD10677,CUST2551,West,Blender,Home Appliances,2,89
2025-05-15,ORD10678,CUST4091,West,Air Conditioner,Home Appliances,9,399
2025-05-06,ORD10679,CUST9200,South,Laptop,Electronics,9,999
2025-05-26,ORD10680,CUST6800,East,Smartphone,Electronics,9,699
2025-05-21,ORD10681,CUST7113,East,Tablet,Electronics,7,499
2025-05-18,ORD10682,CUST4142,West,Microwave,Home Appliances,6,150
2025-05-04,ORD10683,CUST3390,West,Blender,Home Appliances,10,89
2025-05-22,ORD10684,CUST7725,West,Puzzle,Toys,8,20
2025-05-24,ORD10685,CUST6309,South,Microwave,Home Appliances,3,150
2025-05-28,ORD10686,CUST9550,South,Blender,Home Appliances,4,89
2025-05-02,ORD10687,CUST6549,North,Action Figure,Toys,9,30
2025-05-16,ORD10688,CUST2732,North,Jeans,Clothing,5,50
2025-05-06,ORD10689,CUST1726,East,Tablet,Electronics,3,499
2025-05-28,ORD10690,CUST3350,East,Blender,Home Appliances,3,89
2025-05-28,ORD10691,CUST9649,North,Air Conditioner,Home Appliances,2,399
2025-05-15,ORD10692,CUST1548,West,Jacket,Clothing,5,75
2025-05-05,ORD10693,CUST8518,East,Blender,Home Appliances,3,89
2025-05-31,ORD10694,CUST1070,South,T-shirt,Clothing,3,25
2025-05-30,ORD10695,CUST4948,South,Laptop,Electronics,8,999
2025-05-17,ORD10696,CUST8174,South,Tablet,Electronics,9,499
2025-05-08,ORD10697,CUST8054,South,Jacket,Clothing,7,75
2025-05-19,ORD10698,CUST5122,West,Smartphone,Electronics,3,699
2025-05-08,ORD10699,CUST4025,South,Smartphone,Electronics,5,699
2025-05-06,ORD10700,CUST1305,South,Puzzle,Toys,10,20
2025-05-02,ORD10701,CUST3424,East,Microwave,Home Appliances,10,150
2025-05-25,ORD10702,CUST8102,North,Blender,Home Appliances,8,89
2025-05-21,ORD10703,CUST3392,North,Tablet,Electronics,5,499
2025-05-06,ORD10704,CUST1740,East,Action Figure,Toys,2,30
2025-05-31,ORD10705,CUST8030,South,T-shirt,Clothing,8,25
2025-05-22,ORD10706,CUST3401,South,Puzzle,Toys,4,20
2025-05-02,ORD10707,CUST6158,East,Air Conditioner,Home Appliances,8,399
2025-05-05,ORD10708,CUST2629,South,Jacket,Clothing,7,75
2025-05-06,ORD10709,CUST5822,East,T-shirt,Clothing,8,25
2025-05-24,ORD10710,CUST1927,North,T-shirt,Clothing,3,25
2025-05-18,ORD10711,CUST9633,South,T-shirt,Clothing,1,25
2025-05-26,ORD10712,CUST6625,South,Smartphone,Electronics,5,699
2025-05-29,ORD10713,CUST7715,North,Microwave,Home Appliances,8,150
2025-05-17,ORD10714,CUST4484,East,Blender,Home Appliances,10,89
2025-05-25,ORD10715,CUST1183,West,Action Figure,Toys,4,30
2025-05-28,ORD10716,CUST4603,West,Jeans,Clothing,9,50
2025-05-14,ORD10717,CUST6707,West,Puzzle,Toys,10,20
2025-05-06,ORD10718,CUST6704,West,Laptop,Electronics,8,999
2025-05-08,ORD10719,CUST1982,North,Jeans,Clothing,3,50
2025-05-04,ORD10720,CUST4200,South,Blender,Home Appliances,9,89
2025-05-06,ORD10721,CUST7959,East,Action Figure,Toys,6,30
2025-05-14,ORD10722,CUST8070,North,Microwave,Home Appliances,3,150
2025-05-28,ORD10723,CUST5356,North,Laptop,Electronics,2,999
2025-05-21,ORD10724,CUST4896,West,Blender,Home Appliances,9,89
2025-05-02,ORD10725,CUST8236,West,Laptop,Electronics,10,999
2025-05-12,ORD10726,CUST3816,North,Puzzle,Toys,8,20
2025-05-23,ORD10727,CUST9013,West,Smartphone,Electronics,4,699
2025-05-23,ORD10728,CUST7914,South,Jeans,Clothing,4,50
2025-05-17,ORD10729,CUST2867,West,Jeans,Clothing,4,50
2025-05-03,ORD10730,CUST4007,North,Jeans,Clothing,5,50
2025-05-30,ORD10731,CUST6144,West,Tablet,Electronics,9,499
2025-05-23,ORD10732,CUST9582,West,Board Game,Toys,10,40
2025-05-26,ORD10733,CUST8755,South,Action Figure,Toys,7,30
2025-05-20,ORD10734,CUST9667,East,Jacket,Clothing,9,75
2025-05-06,ORD10735,CUST7875,East,Board Game,Toys,9,40
2025-05-25,ORD10736,CUST1155,East,Jacket,Clothing,1,75
2025-05-11,ORD10737,CUST5722,West,Blender,Home Appliances,2,89
2025-05-08,ORD10738,CUST4948,North,Microwave,Home Appliances,10,150
2025-05-03,ORD10739,CUST3694,South,Laptop,Electronics,1,999
2025-05-03,ORD10740,CUST6000,North,Tablet,Electronics,7,499
2025-05-28,ORD10741,CUST4755,East,Laptop,Electronics,6,999
2025-05-02,ORD10742,CUST2880,South,Tablet,Electronics,6,499
2025-05-05,ORD10743,CUST1697,East,Jacket,Clothing,5,75
2025-05-23,ORD10744,CUST4753,East,T-shirt,Clothing,7,25
2025-05-15,ORD10745,CUST6787,East,Tablet,Electronics,8,499
2025-05-31,ORD10746,CUST3835,East,Puzzle,Toys,4,20
2025-05-30,ORD10747,CUST8325,North,Board Game,Toys,2,40
2025-05-11,ORD10748,CUST6688,South,Microwave,Home Appliances,6,150
2025-05-31,ORD10749,CUST4874,West,Air Conditioner,Home Appliances,10,399
2025-05-23,ORD10750,CUST3786,East,Board Game,Toys,3,40
2025-05-11,ORD10751,CUST1859,East,Blender,Home Appliances,7,89
2025-05-21,ORD10752,CUST9269,West,Action Figure,Toys,3,30
2025-05-15,ORD10753,CUST9075,East,Board Game,Toys,6,40
2025-05-16,ORD10754,CUST4132,East,Microwave,Home Appliances,3,150
2025-05-14,ORD10755,CUST3714,East,Tablet,Electronics,7,499
2025-05-01,ORD10756,CUST1588,South,Jacket,Clothing,7,75
2025-05-23,ORD10757,CUST6437,North,Puzzle,Toys,6,20
2025-05-04,ORD10758,CUST9876,West,Tablet,Electronics,6,499
2025-05-03,ORD10759,CUST4607,South,Laptop,Electronics,5,999
2025-05-31,ORD10760,CUST4399,East,Tablet,Electronics,6,499
2025-05-22,ORD10761,CUST7856,South,Jeans,Clothing,5,50
2025-05-21,ORD10762,CUST7961,North,Smartphone,Electronics,3,699
2025-05-12,ORD10763,CUST2964,East,Board Game,Toys,3,40
2025-05-03,ORD10764,CUST8266,North,Puzzle,Toys,3,20
2025-05-06,ORD10765,CUST4030,North,Board Game,Toys,5,40
2025-05-09,ORD10766,CUST4016,South,Tablet,Electronics,1,499
2025-05-03,ORD10767,CUST1023,West,Action Figure,Toys,6,30
2025-05-12,ORD10768,CUST9374,South,Tablet,Electronics,7,499
2025-05-14,ORD10769,CUST4428,South,Board Game,Toys,3,40
2025-05-12,ORD10770,CUST4543,South,Puzzle,Toys,3,20
2025-05-15,ORD10771,CUST4935,East,Board Game,Toys,9,40
2025-05-28,ORD10772,CUST9069,West,Tablet,Electronics,6,499
2025-05-09,ORD10773,CUST3550,North,Laptop,Electronics,9,999
2025-05-11,ORD10774,CUST8413,East,Smartphone,Electronics,3,699
2025-05-01,ORD10775,CUST2505,West,Microwave,Home Appliances,7,150
2025-05-05,ORD10776,CUST9390,East,Puzzle,Toys,1,20
2025-05-21,ORD10777,CUST3219,West,Air Conditioner,Home Appliances,4,399
2025-05-14,ORD10778,CUST1811,North,Laptop,Electronics,1,999
2025-05-13,ORD10779,CUST8043,West,Smartphone,Electronics,2,699
2025-05-10,ORD10780,CUST7233,South,Microwave,Home Appliances,2,150
2025-05-06,ORD10781,CUST4318,East,Tablet,Electronics,10,499
2025-05-25,ORD10782,CUST2694,North,Action Figure,Toys,10,30
